1410.816	75.884	200.500
1410.866	75.834	206.250
1410.916	75.784	220.500
1410.966	75.734	218.500
1411.016	75.684	211.500
1411.066	75.634	221.000
1411.116	75.584	223.000
1411.167	75.533	229.750
1411.217	75.483	229.250
1411.267	75.433	227.500
1411.317	75.383	245.000
1411.367	75.333	260.750
1411.417	75.283	246.000
1411.467	75.233	251.250
1411.517	75.183	265.500
1411.567	75.133	259.000
1411.617	75.083	262.000
1411.667	75.033	263.000
1411.717	74.983	253.000
1411.767	74.933	259.750
1411.817	74.883	252.500
1411.867	74.833	261.250
1411.917	74.783	266.500
1411.967	74.733	260.250
1412.017	74.683	252.250
1412.067	74.633	261.500
1412.117	74.583	242.000
1412.167	74.533	245.750
1412.217	74.483	245.750
1412.267	74.433	245.500
1412.317	74.383	231.750
1412.367	74.333	233.750
1412.417	74.283	242.750
1412.467	74.233	224.250
1412.517	74.183	222.500
1412.567	74.133	238.750
1412.617	74.083	234.500
1412.667	74.033	217.000
1412.717	73.983	216.750
1412.767	73.933	223.250
1412.817	73.883	214.500
1412.867	73.833	208.750
1412.917	73.783	208.250
1412.967	73.733	194.000
1413.017	73.683	209.750
1413.067	73.633	205.250
1413.117	73.583	197.750
1413.167	73.533	195.250
1413.217	73.483	187.000
1413.267	73.433	199.000
1413.318	73.383	191.500
1413.368	73.333	190.250
1413.417	73.282	194.250
1413.468	73.232	187.000
1413.518	73.182	189.750
1413.568	73.132	188.500
1413.618	73.082	189.000
1413.668	73.032	194.000
1413.718	72.982	182.500
1413.768	72.932	186.750
1413.818	72.882	183.250
1413.868	72.832	192.000
1413.918	72.782	187.750
1413.968	72.732	177.000
1414.018	72.682	190.000
1414.068	72.632	181.750
1414.118	72.582	187.750
1414.168	72.532	186.000
1414.218	72.482	198.000
1414.268	72.432	187.000
1414.318	72.382	188.250
1414.368	72.332	184.000
1414.418	72.282	194.250
1414.468	72.232	177.250
1414.518	72.182	193.500
1414.568	72.132	201.000
1414.618	72.082	192.000
1414.668	72.032	188.500
1414.718	71.982	199.000
1414.768	71.932	184.000
1414.818	71.882	187.250
1414.868	71.832	190.000
1414.918	71.782	187.250
1414.968	71.732	180.000
1415.018	71.682	197.250
1415.068	71.632	192.500
1415.118	71.582	186.250
1415.168	71.532	190.250
1415.218	71.482	194.000
1415.268	71.432	188.500
1415.318	71.382	192.250
1415.368	71.332	199.750
1415.418	71.282	194.000
1415.469	71.232	188.000
1415.518	71.182	196.250
1415.568	71.132	193.250
1415.619	71.081	196.500
1415.669	71.031	203.500
1415.719	70.981	196.250
1415.769	70.931	200.000
1415.819	70.881	192.000
1415.869	70.831	200.750
1415.919	70.781	199.500
1415.969	70.731	198.750
1416.019	70.681	193.500
1416.069	70.631	190.500
1416.119	70.581	186.000
1416.169	70.531	186.000
1416.219	70.481	202.000
1416.269	70.431	198.500
1416.319	70.381	202.750
1416.369	70.331	193.000
1416.419	70.281	204.500
1416.469	70.231	205.000
1416.519	70.181	197.000
1416.569	70.131	197.250
1416.619	70.081	193.000
1416.669	70.031	206.000
