1404.664	82.036	196.250
1404.714	81.986	197.250
1404.764	81.936	195.000
1404.814	81.886	196.750
1404.864	81.836	178.250
1404.914	81.786	200.000
1404.964	81.736	191.000
1405.014	81.686	205.500
1405.064	81.636	201.000
1405.114	81.586	194.500
1405.164	81.536	196.500
1405.214	81.486	193.000
1405.264	81.436	197.750
1405.314	81.386	193.750
1405.364	81.336	193.500
1405.414	81.286	196.000
1405.464	81.236	197.750
1405.514	81.186	197.250
1405.564	81.136	198.750
1405.614	81.086	196.250
1405.664	81.036	192.750
1405.714	80.986	196.750
1405.764	80.936	191.250
1405.814	80.886	198.750
1405.864	80.836	191.250
1405.914	80.786	198.000
1405.964	80.736	204.000
1406.014	80.686	200.000
1406.064	80.636	191.000
1406.114	80.586	204.750
1406.164	80.536	196.250
1406.214	80.486	205.000
1406.264	80.436	200.500
1406.314	80.386	210.000
1406.364	80.336	207.250
1406.414	80.286	207.250
1406.464	80.236	208.000
1406.514	80.186	203.750
1406.564	80.136	199.250
1406.615	80.086	194.750
1406.664	80.036	199.750
1406.714	79.985	198.250
1406.765	79.935	198.500
1406.815	79.885	201.750
1406.865	79.835	205.750
1406.915	79.785	205.750
1406.965	79.735	195.750
1407.015	79.685	199.750
1407.065	79.635	213.250
1407.115	79.585	190.250
1407.165	79.535	198.500
1407.215	79.485	193.750
1407.265	79.435	191.500
1407.315	79.385	206.000
1407.365	79.335	197.000
1407.415	79.285	204.000
1407.465	79.235	208.000
1407.515	79.185	190.500
1407.565	79.135	197.750
1407.615	79.085	195.750
1407.665	79.035	207.750
1407.715	78.985	201.750
1407.765	78.935	208.000
1407.815	78.885	191.000
1407.865	78.835	185.500
1407.915	78.785	197.500
1407.965	78.735	198.750
1408.015	78.685	199.000
1408.065	78.635	196.250
1408.115	78.585	193.500
1408.165	78.535	193.500
1408.215	78.485	199.500
1408.265	78.435	193.250
1408.315	78.385	200.500
1408.365	78.335	202.250
1408.415	78.285	203.500
1408.465	78.235	199.250
1408.515	78.185	196.750
1408.565	78.135	188.750
1408.615	78.085	194.000
1408.665	78.035	209.500
1408.715	77.985	199.750
1408.765	77.935	189.750
1408.815	77.885	184.000
1408.865	77.835	194.750
1408.916	77.785	201.250
1408.966	77.734	204.250
1409.016	77.684	196.750
1409.066	77.634	201.250
1409.116	77.584	201.000
1409.166	77.534	190.250
1409.216	77.484	185.500
1409.266	77.434	186.500
1409.316	77.384	191.750
1409.366	77.334	204.000
1409.416	77.284	196.500
1409.466	77.234	198.750
1409.516	77.184	190.750
1409.566	77.134	193.500
1409.616	77.084	179.000
1409.666	77.034	192.250
1409.716	76.984	196.500
1409.766	76.934	198.250
1409.816	76.884	191.000
1409.866	76.834	188.000
1409.916	76.784	198.250
1409.966	76.734	193.500
1410.016	76.684	196.750
1410.066	76.634	180.000
1410.116	76.584	184.750
1410.166	76.534	186.500
1410.216	76.484	183.750
1410.266	76.434	189.500
1410.316	76.384	199.000
1410.366	76.334	187.750
1410.416	76.284	192.000
1410.466	76.234	204.250
1410.516	76.184	199.500
1410.566	76.134	196.750
1410.616	76.084	212.500
1410.666	76.034	201.250
1410.716	75.984	207.000
1410.766	75.934	198.750
